,geometry,x,y,cluster
104599984,POINT (-13624221.658846958 4549834.423407455),-13624221.658846958,4549834.423407455,287
104600008,POINT (-13624110.50743901 4549468.654095364),-13624110.50743901,4549468.654095364,0
104682197,POINT (-13625506.412552204 4550580.454784993),-13625506.412552204,4550580.454784993,167
108389188,POINT (-13627649.705337156 4548462.66364004),-13627649.705337156,4548462.66364004,224
109141774,POINT (-13625710.633222733 4549003.754306482),-13625710.633222733,4549003.754306482,237
109141776,POINT (-13625645.175531961 4548938.2736610165),-13625645.175531961,4548938.2736610165,237
111573498,POINT (-13634308.782227037 4541315.766677899),-13634308.782227037,4541315.766677899,233
112072207,POINT (-13633929.535170458 4552307.506704597),-13633929.535170458,4552307.506704597,74
112072220,POINT (-13633879.766991142 4552272.789257144),-13633879.766991142,4552272.789257144,74
112073353,POINT (-13629353.25043901 4546926.18194075),-13629353.25043901,4546926.18194075,234
112433952,POINT (-13631987.89100977 4546745.538196253),-13631987.89100977,4546745.538196253,183
112595126,POINT (-13632817.691300362 4548838.839952885),-13632817.691300362,4548838.839952885,189
112595127,POINT (-13633057.66415297 4548758.289367717),-13633057.66415297,4548758.289367717,189
112757637,POINT (-13627968.074378787 4546990.438967678),-13627968.074378787,4546990.438967678,95
112897758,POINT (-13624508.233050352 4548472.048966613),-13624508.233050352,4548472.048966613,193
115433813,POINT (-13629173.791672574 4546237.184456545),-13629173.791672574,4546237.184456545,299
115433822,POINT (-13628941.584110953 4546575.396358168),-13628941.584110953,4546575.396358168,39
115921779,POINT (-13626282.125998072 4549533.538750899),-13626282.125998072,4549533.538750899,162
120483957,POINT (-13636309.271645311 4547202.664324041),-13636309.271645311,4547202.664324041,23
121024969,POINT (-13628886.460793922 4546982.108952913),-13628886.460793922,4546982.108952913,248
121024970,POINT (-13628933.823555127 4546956.825430782),-13628933.823555127,4546956.825430782,248
121024973,POINT (-13628903.32742878 4546520.609760259),-13628903.32742878,4546520.609760259,39
124659443,POINT (-13624093.897014925 4549408.884326525),-13624093.897014925,4549408.884326525,0
124889461,POINT (-13624912.010021294 4548486.255138362),-13624912.010021294,4548486.255138362,116
127743260,POINT (-13626968.170480566 4543583.934962782),-13626968.170480566,4543583.934962782,190
128478751,POINT (-13626408.524260791 4549023.18573081),-13626408.524260791,4549023.18573081,201
128534058,POINT (-13627000.172187405 4548427.936149833),-13627000.172187405,4548427.936149833,110
129878563,POINT (-13634283.218851196 4544783.544583132),-13634283.218851196,4544783.544583132,184
129903304,POINT (-13634078.446577288 4544793.037038491),-13634078.446577288,4544793.037038491,184
132238432,POINT (-13625713.121450093 4551699.822573817),-13625713.121450093,4551699.822573817,236
132605451,POINT (-13626920.075104682 4547148.404344966),-13626920.075104682,4547148.404344966,166
132605490,POINT (-13626909.767521659 4547138.3567798585),-13626909.767521659,4547138.3567798585,166
132605528,POINT (-13627193.42451309 4546995.978069912),-13627193.42451309,4546995.978069912,24
135620197,POINT (-13626770.710209774 4549750.689436437),-13626770.710209774,4549750.689436437,156
136826373,POINT (-13632869.47689017 4542953.938706911),-13632869.47689017,4542953.938706911,204
148174267,POINT (-13632970.124022929 4546171.768175565),-13632970.124022929,4546171.768175565,298
148174269,POINT (-13632915.87271904 4546180.590262662),-13632915.87271904,4546180.590262662,51
148175381,POINT (-13627066.375767082 4547209.533810959),-13627066.375767082,4547209.533810959,166
148175385,POINT (-13627054.732222693 4547190.311394679),-13627054.732222693,4547190.311394679,166
148285580,POINT (-13625638.596252771 4549629.024700431),-13625638.596252771,4549629.024700431,243
148285582,POINT (-13625620.888769658 4549627.2957265815),-13625620.888769658,4549627.2957265815,243
148288778,POINT (-13625220.580471609 4549395.260615124),-13625220.580471609,4549395.260615124,296
148428441,POINT (-13627800.13626288 4549440.78532871),-13627800.13626288,4549440.78532871,101
148741774,POINT (-13625909.101005282 4549973.3686690545),-13625909.101005282,4549973.3686690545,222
149086540,POINT (-13625736.332647584 4548625.197704759),-13625736.332647584,4548625.197704759,171
149086547,POINT (-13625713.374235779 4548648.462330774),-13625713.374235779,4548648.462330774,171
149102132,POINT (-13625259.985414531 4549010.396241375),-13625259.985414531,4549010.396241375,237
155965640,POINT (-13623396.434390863 4542762.7173221735),-13623396.434390863,4542762.7173221735,228
159024969,POINT (-13631769.337907838 4540527.358305844),-13631769.337907838,4540527.358305844,29
159024975,POINT (-13631393.452856679 4540438.450569602),-13631393.452856679,4540438.450569602,29
159024983,POINT (-13631682.090928746 4540439.203884616),-13631682.090928746,4540439.203884616,29
159953344,POINT (-13625285.108405842 4548381.844376182),-13625285.108405842,4548381.844376182,218
160833249,POINT (-13630499.100066384 4549644.018406293),-13630499.100066384,4549644.018406293,192
160833254,POINT (-13629690.86867521 4548973.3501034295),-13629690.86867521,4548973.3501034295,200
160892680,POINT (-13625028.092491044 4548296.214311924),-13625028.092491044,4548296.214311924,218
160892688,POINT (-13625063.924482444 4548273.469731068),-13625063.924482444,4548273.469731068,218
161380478,POINT (-13625420.50036846 4545211.544351665),-13625420.50036846,4545211.544351665,175
161385045,POINT (-13627185.382511884 4545598.474454178),-13627185.382511884,4545598.474454178,98
161502029,POINT (-13625141.880315283 4548008.324506078),-13625141.880315283,4548008.324506078,277
161502396,POINT (-13628453.217333041 4544000.950783117),-13628453.217333041,4544000.950783117,252
161502400,POINT (-13625645.292398585 4543498.970605357),-13625645.292398585,4543498.970605357,48
161504247,POINT (-13631366.92544272 4546064.545192462),-13631366.92544272,4546064.545192462,183
161504250,POINT (-13635083.53062342 4548253.149433929),-13635083.53062342,4548253.149433929,100
161504253,POINT (-13629594.2623713 4551015.179260471),-13629594.2623713,4551015.179260471,91
161585358,POINT (-13623840.468963472 4541003.913205995),-13623840.468963472,4541003.913205995,284
161843742,POINT (-13626550.348797258 4551571.218734964),-13626550.348797258,4551571.218734964,147
162056246,POINT (-13626642.859895283 4550537.866227647),-13626642.859895283,4550537.866227647,198
162470883,POINT (-13636427.160698451 4544333.352984293),-13636427.160698451,4544333.352984293,94
162470885,POINT (-13635586.336289788 4544308.690807735),-13635586.336289788,4544308.690807735,161
162470890,POINT (-13636977.85401352 4545690.713963995),-13636977.85401352,4545690.713963995,159
162470913,POINT (-13637154.292740408 4545776.84016622),-13637154.292740408,4545776.84016622,159
162518018,POINT (-13635558.196380964 4547703.788118674),-13635558.196380964,4547703.788118674,164
162518021,POINT (-13633431.519292366 4548373.239585937),-13633431.519292366,4548373.239585937,15
162518029,POINT (-13636325.54777932 4548189.24852865),-13636325.54777932,4548189.24852865,264
165372053,POINT (-13632457.51057415 4548788.348858735),-13632457.51057415,4548788.348858735,269
166222997,POINT (-13626053.638523666 4550970.286724259),-13626053.638523666,4550970.286724259,283
167176657,POINT (-13628583.665262856 4546724.024577557),-13628583.665262856,4546724.024577557,39
169204244,POINT (-13627189.460580613 4546819.079275692),-13627189.460580613,4546819.079275692,24
170845456,POINT (-13632703.125949718 4548733.166121797),-13632703.125949718,4548733.166121797,269
